,Carrier Code_x,Date (MM/DD/YYYY),Flight Number_x,Tail Number_x,Destination Airport_x,Scheduled departure time_x,Actual departure time_x,Scheduled elapsed time (Minutes)_x,Actual elapsed time (Minutes)_x,Departure delay (Minutes)_x,Wheels-off time_x,Taxi-Out time (Minutes)_x,Delay Carrier (Minutes)_x,Delay Weather (Minutes)_x,Delay National Aviation System (Minutes)_x,Delay Security (Minutes)_x,Delay Late Aircraft Arrival (Minutes)_x,Carrier Code_y,Flight Number_y,Tail Number_y,Destination Airport_y,Scheduled departure time_y,Actual departure time_y,Scheduled elapsed time (Minutes)_y,Actual elapsed time (Minutes)_y,Departure delay (Minutes)_y,Wheels-off time_y,Taxi-Out time (Minutes)_y,Delay Carrier (Minutes)_y,Delay Weather (Minutes)_y,Delay National Aviation System (Minutes)_y,Delay Security (Minutes)_y,Delay Late Aircraft Arrival (Minutes)_y,Carrier Code,Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
0,UA,1/1/22,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0
1,UA,1/1/22,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0
2,UA,1/1/22,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0
3,UA,1/1/22,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0
4,UA,1/1/22,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0
5,UA,1/1/22,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0
6,UA,1/1/22,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0
7,UA,1/1/22,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0
8,UA,1/1/22,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0
9,UA,1/1/22,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0
10,UA,1/1/22,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0
11,UA,1/1/22,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0
12,UA,1/1/22,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0
13,UA,1/1/22,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0
14,UA,1/1/22,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0
15,UA,1/1/22,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0
16,UA,1/1/22,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0
17,UA,1/1/22,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0
18,UA,1/1/22,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0
19,UA,1/1/22,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0
20,UA,1/1/22,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0
21,UA,1/1/22,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0
22,UA,1/1/22,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0
23,UA,1/1/22,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0
24,UA,1/1/22,1643.0,N875UA,DEN,8:00,8:02,261.0,334.0,2.0,8:12,10.0,0.0,0.0,75.0,0.0,0.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0
25,UA,1/1/22,1979.0,N892UA,DEN,15:50,16:30,260.0,266.0,40.0,16:41,11.0,15.0,0.0,6.0,0.0,25.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0
26,UA,1/1/22,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0,UA,2234.0,N37287,ORD,6:45,6:36,139.0,149.0,-9.0,6:53,17.0,0.0,0.0,0.0,0.0,0.0
27,UA,1/2/22,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0
28,UA,1/2/22,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0
29,UA,1/2/22,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0
30,UA,1/2/22,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0
31,UA,1/2/22,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0
32,UA,1/2/22,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0
33,UA,1/2/22,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0
34,UA,1/2/22,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0
35,UA,1/2/22,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0
36,UA,1/2/22,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0
37,UA,1/2/22,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0
38,UA,1/2/22,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0
39,UA,1/2/22,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0
40,UA,1/2/22,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0
41,UA,1/2/22,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0
42,UA,1/2/22,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0
43,UA,1/2/22,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0
44,UA,1/2/22,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0
45,UA,1/2/22,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0
46,UA,1/2/22,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0
47,UA,1/2/22,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0
48,UA,1/2/22,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0
49,UA,1/2/22,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0
50,UA,1/2/22,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0
51,UA,1/2/22,1643.0,N848UA,DEN,8:00,9:00,261.0,260.0,60.0,9:17,17.0,0.0,59.0,0.0,0.0,0.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0
52,UA,1/2/22,1979.0,N836UA,DEN,15:50,16:42,260.0,251.0,52.0,16:52,10.0,36.0,0.0,0.0,0.0,7.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0
53,UA,1/2/22,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0,UA,2234.0,N14214,ORD,6:45,7:45,139.0,130.0,60.0,8:08,23.0,51.0,0.0,0.0,0.0,0.0
54,UA,1/3/22,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0,UA,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0,UA,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0
55,UA,1/3/22,1979.0,N820UA,DEN,15:50,20:04,260.0,246.0,254.0,20:31,27.0,154.0,0.0,0.0,0.0,86.0,UA,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0,UA,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0
56,UA,1/3/22,2234.0,N73256,ORD,6:45,10:06,139.0,151.0,201.0,10:55,49.0,201.0,0.0,12.0,0.0,0.0,UA,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0,UA,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0
57,UA,1/3/22,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0,UA,1979.0,N820UA,DEN,15:50,20:04,260.0,246.0,254.0,20:31,27.0,154.0,0.0,0.0,0.0,86.0,UA,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0
58,UA,1/3/22,1979.0,N820UA,DEN,15:50,20:04,260.0,246.0,254.0,20:31,27.0,154.0,0.0,0.0,0.0,86.0,UA,1979.0,N820UA,DEN,15:50,20:04,260.0,246.0,254.0,20:31,27.0,154.0,0.0,0.0,0.0,86.0,UA,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0
59,UA,1/3/22,2234.0,N73256,ORD,6:45,10:06,139.0,151.0,201.0,10:55,49.0,201.0,0.0,12.0,0.0,0.0,UA,1979.0,N820UA,DEN,15:50,20:04,260.0,246.0,254.0,20:31,27.0,154.0,0.0,0.0,0.0,86.0,UA,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0
60,UA,1/3/22,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0,UA,2234.0,N73256,ORD,6:45,10:06,139.0,151.0,201.0,10:55,49.0,201.0,0.0,12.0,0.0,0.0,UA,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0
61,UA,1/3/22,1979.0,N820UA,DEN,15:50,20:04,260.0,246.0,254.0,20:31,27.0,154.0,0.0,0.0,0.0,86.0,UA,2234.0,N73256,ORD,6:45,10:06,139.0,151.0,201.0,10:55,49.0,201.0,0.0,12.0,0.0,0.0,UA,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0
62,UA,1/3/22,2234.0,N73256,ORD,6:45,10:06,139.0,151.0,201.0,10:55,49.0,201.0,0.0,12.0,0.0,0.0,UA,2234.0,N73256,ORD,6:45,10:06,139.0,151.0,201.0,10:55,49.0,201.0,0.0,12.0,0.0,0.0,UA,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0
63,UA,1/3/22,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0,UA,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0,UA,1979.0,N820UA,DEN,15:50,20:04,260.0,246.0,254.0,20:31,27.0,154.0,0.0,0.0,0.0,86.0
64,UA,1/3/22,1979.0,N820UA,DEN,15:50,20:04,260.0,246.0,254.0,20:31,27.0,154.0,0.0,0.0,0.0,86.0,UA,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0,UA,1979.0,N820UA,DEN,15:50,20:04,260.0,246.0,254.0,20:31,27.0,154.0,0.0,0.0,0.0,86.0
65,UA,1/3/22,2234.0,N73256,ORD,6:45,10:06,139.0,151.0,201.0,10:55,49.0,201.0,0.0,12.0,0.0,0.0,UA,1643.0,N852UA,DEN,8:00,8:59,261.0,285.0,59.0,10:05,66.0,0.0,59.0,24.0,0.0,0.0,UA,1979.0,N820UA,DEN,15:50,20:04,260.0,246.0,254.0,20:31,27.0,154.0,0.0,0.0,0.0,86.0
